Book,Chapter,Verse,Text,Version
1KI,12,19,Ever since that time the people of the northern kingdom of Israel have been in rebellion against the dynasty of David.,GNBDC
1KI,12,20,"When the people of Israel heard that Jeroboam had returned from Egypt, they invited him to a meeting of the people and made him king of Israel. Only the tribe of Judah remained loyal to David's descendants.",GNBDC
1KI,12,21,"When Rehoboam arrived in Jerusalem, he called together 180,000 of the best soldiers from the tribes of Judah and Benjamin. He intended to go to war and restore his control over the northern tribes of Israel.",GNBDC
1KI,12,22,But God told the prophet Shemaiah,GNBDC
1KI,12,23,to give this message to Rehoboam and to all the people of the tribes of Judah and Benjamin:,GNBDC
1KI,12,24,"“Do not attack your own brothers, the people of Israel. Go home, all of you. What has happened is my will.” They all obeyed the",GNBDC
1KI,12,25,King Jeroboam of Israel fortified the town of Shechem in the hill country of Ephraim and lived there for a while. Then he left and fortified the town of Penuel.,GNBDC
1KI,12,26-27,"He said to himself, “As things are now, if my people go to Jerusalem and offer sacrifices to the",GNBDC
1KI,12,29,He placed one of the gold bull calves in Bethel and the other in Dan.,GNBDC
1KI,12,30,"And so the people sinned, going to worship in Bethel and in Dan.",GNBDC
1KI,12,31,"Jeroboam also built places of worship on hilltops, and he chose priests from families who were not of the tribe of Levi.",GNBDC
1KI,12,33,"And on the fifteenth day of the eighth month, the day that he himself had set, he went to Bethel and offered a sacrifice on the altar in celebration of the festival he had instituted for the people of Israel.",GNBDC
1KI,13,1,At the,GNBDC
1KI,13,2,Following the,GNBDC
1KI,13,3,"And the prophet went on to say, “This altar will fall apart, and the ashes on it will be scattered. Then you will know that the",GNBDC
1KI,13,4,"When King Jeroboam heard this, he pointed at him and ordered, “Seize that man!” At once the king's arm became paralysed so that he couldn't pull it back.",GNBDC
1KI,13,5,"The altar suddenly fell apart and the ashes spilt to the ground, as the prophet had predicted in the name of the",GNBDC
1KI,13,6,"King Jeroboam said to the prophet, “Please pray for me to the",GNBDC
1KI,13,?,The prophet prayed to the,GNBDC
1KI,13,7,"Then the king said to the prophet, “Come home with me and have something to eat. I will reward you for what you have done.”",GNBDC
1KI,13,8,"The prophet answered, “Even if you gave me half your wealth, I would not go with you or eat or drink anything with you.",GNBDC
1KI,13,9,The,GNBDC
1KI,13,10,"So he did not go back the same way he had come, but by another road.",GNBDC
1KI,13,11,At that time there was an old prophet living in Bethel. His sons,GNBDC
1KI,13,12,“Which way did he go when he left?” the old prophet asked them. They showed him,GNBDC
1KI,13,13,"and he told them to saddle his donkey for him. They did so, and he rode off",GNBDC
1KI,13,14,down the road after the prophet from Judah and found him sitting under an oak. “Are you the prophet from Judah?” he asked.,GNBDC
1KI,13,?,"“I am,” the man answered.",GNBDC
1KI,13,15,"“Come home and have a meal with me,” he said.",GNBDC
1KI,13,16,"But the prophet from Judah answered, “I can't go home with you or accept your hospitality. And I won't eat or drink anything with you here,",GNBDC
1KI,13,17,because the,GNBDC
1KI,13,18,"Then the old prophet from Bethel said to him, “I, too, am a prophet just like you, and at the",GNBDC
1KI,13,19,So the prophet from Judah went home with the old prophet and had a meal with him.,GNBDC
1KI,13,20,"As they were sitting at the table, the word of the",GNBDC
1KI,13,21,"and he cried out to the prophet from Judah, “The",GNBDC
1KI,13,22,"Instead, you returned and ate a meal in a place he had ordered you not to eat in. Because of this you will be killed, and your body will not be buried in your family grave.”",GNBDC
1KI,13,23,"After they had finished eating, the old prophet saddled the donkey for the prophet from Judah,",GNBDC
1KI,13,24,"who rode off. On the way, a lion met him and killed him. His body lay on the road, and the donkey and the lion stood beside it.",GNBDC
1KI,13,25,"Some men passed by and saw the body on the road, with the lion standing near by. They went on into Bethel and reported what they had seen.",GNBDC
1KI,13,26,"When the old prophet heard about it, he said, “That is the prophet who disobeyed the",GNBDC
1KI,13,27,"Then he said to his sons, “Saddle my donkey for me.” They did so,",GNBDC
1KI,13,28,"and he rode off and found the prophet's body lying on the road, with the donkey and the lion still standing by it. The lion had not eaten the body or attacked the donkey.",GNBDC
1KI,13,29,"The old prophet picked up the body, put it on the donkey, and brought it back to Bethel to mourn over it and bury it.",GNBDC
1KI,13,30,"He buried it in his own family grave, and he and his sons mourned over it, saying, “Oh my brother, my brother!”",GNBDC
1KI,13,31,"After the burial, the prophet said to his sons, “When I die, bury me in this grave and lay my body next to his.",GNBDC
1KI,13,32,The words that he spoke at the,GNBDC
1KI,13,33,"King Jeroboam of Israel still did not turn from his evil ways, but continued to choose priests from ordinary families to serve at the altars he had built. He ordained as priest anyone who wanted to be one.",GNBDC
1KI,13,34,This sin on his part brought about the ruin and total destruction of his dynasty.,GNBDC
1KI,14,1,At that time King Jeroboam's son Abijah fell ill.,GNBDC
1KI,14,2,"Jeroboam said to his wife, “Disguise yourself so that no one will recognize you, and go to Shiloh, where the prophet Ahijah lives, the one who said I would be king of Israel.",GNBDC
1KI,14,3,"Take him ten loaves of bread, some cakes, and a jar of honey. Ask him what is going to happen to our son, and he will tell you.”",GNBDC
1KI,14,4,So she went to Ahijah's home in Shiloh. Old age had made Ahijah blind.,GNBDC
1KI,14,5,The,GNBDC
1KI,14,?,"When Jeroboam's wife arrived, she pretended to be someone else.",GNBDC
1KI,14,6,"But when Ahijah heard her coming in the door, he said, “Come in. I know you are Jeroboam's wife. Why are you pretending to be someone else? I have bad news for you.",GNBDC
1KI,14,7,Go and tell Jeroboam that this is what the,GNBDC
1KI,14,8,"I took the kingdom away from David's descendants and gave it to you. But you have not been like my servant David, who was completely loyal to me, obeyed my commands, and did only what I approve of.",GNBDC
1KI,14,9,You have committed far greater sins than those who ruled before you. You have rejected me and have aroused my anger by making idols and metal images to worship.,GNBDC
1KI,14,10,"Because of this I will bring disaster on your dynasty and will kill all your male descendants, young and old alike. I will get rid of your family; they will be swept away like dung.",GNBDC
1KI,14,11,"Any members of your family who die in the city will be eaten by dogs, and any who die in the open country will be eaten by vultures. I, the",GNBDC
1KI,14,12,"And Ahijah went on to say to Jeroboam's wife, “Now go back home. As soon as you enter the town your son will die.",GNBDC
1KI,14,13,"All the people of Israel will mourn for him and bury him. He will be the only member of Jeroboam's family who will be properly buried, because he is the only one with whom the",GNBDC
1KI,14,14,The,GNBDC
1KI,14,15,The,GNBDC
1KI,14,16,The,GNBDC
1KI,14,17,"Jeroboam's wife went back to Tirzah. Just as she entered her home, the child died.",GNBDC
1KI,14,18,"The people of Israel mourned for him and buried him, as the",GNBDC
1KI,14,19,"Everything else that King Jeroboam did, the wars he fought and how he ruled, are all recorded in",GNBDC
1KI,14,20,"Jeroboam ruled as king for 22 years. He died and was buried, and his son Nadab succeeded him as king.",GNBDC
1KI,14,21,"Solomon's son Rehoboam was 41 years old when he became king of Judah, and he ruled for seventeen years in Jerusalem, the city which the",GNBDC
1KI,14,22,The people of Judah sinned against the,GNBDC
1KI,14,23,"They built places of worship for false gods, and put up stone pillars and symbols of Asherah to worship on the hills and under shady trees.",GNBDC
1KI,14,24,"Worst of all, there were men and women who served as prostitutes at those pagan places of worship. The people of Judah practised all the shameful things done by the people whom the",GNBDC
1KI,14,25,In the fifth year of Rehoboam's reign King Shishak of Egypt attacked Jerusalem.,GNBDC
1KI,14,26,"He took away all the treasures in the Temple and in the palace, including the gold shields Solomon had made.",GNBDC
1KI,14,27,"To replace them, King Rehoboam made bronze shields and entrusted them to the officers responsible for guarding the palace gates.",GNBDC
1KI,14,28,"Every time the king went to the Temple, the guards carried the shields, and then returned them to the guardroom.",GNBDC
1KI,14,29,Everything else that King Rehoboam did is recorded in,GNBDC
1KI,14,30,During all this time Rehoboam and Jeroboam were constantly at war with each other.,GNBDC
1KI,14,31,"Rehoboam died and was buried in the royal tombs in David's City, and his son Abijah succeeded him as king.",GNBDC
1KI,15,1,"In the eighteenth year of the reign of King Jeroboam of Israel, Abijah became king of Judah,",GNBDC
1KI,15,2,"and he ruled for three years in Jerusalem. His mother was Maacah, the daughter of Absalom.",GNBDC
1KI,15,3,He committed the same sins as his father and was not completely loyal to the,GNBDC
1KI,15,4,"But for David's sake, the",GNBDC
1KI,15,5,The,GNBDC
1KI,15,6,The war which had begun between Rehoboam and Jeroboam continued throughout Abijah's lifetime.,GNBDC
1KI,15,7,And everything else that Abijah did is recorded in,GNBDC
1KI,15,8,"Abijah died and was buried in David's City, and his son Asa succeeded him as king.",GNBDC
1KI,15,9,"In the twentieth year of the reign of King Jeroboam of Israel, Asa became king of Judah,",GNBDC
1KI,15,10,"and he ruled for 41 years in Jerusalem. His grandmother was Maacah, the daughter of Absalom.",GNBDC
1KI,15,11,Asa did what pleased the,GNBDC
1KI,15,12,"He expelled from the country all the male and female prostitutes serving at the pagan places of worship, and he removed all the idols his predecessors had made.",GNBDC
1KI,15,13,"He removed his grandmother Maacah from her position as queen mother, because she had made an obscene idol of the fertility goddess Asherah. Asa cut down the idol and burnt it in the valley of the Kidron.",GNBDC
1KI,15,14,"Even though Asa did not destroy all the pagan places of worship, he remained faithful to the",GNBDC
1KI,15,15,"He placed in the Temple all the objects his father had dedicated to God, as well as the gold and silver objects that he himself dedicated.",GNBDC
1KI,15,16,King Asa of Judah and King Baasha of Israel were constantly at war with each other as long as they were in power.,GNBDC
1KI,15,17,Baasha invaded Judah and started to fortify Ramah in order to cut off all traffic in and out of Judah.,GNBDC
1KI,15,18,"So King Asa took all the silver and gold that was left in the Temple and the palace, and sent it by some of his officials to Damascus, to King Benhadad of Syria, the son of Tabrimmon and grandson of Hezion, with this message:",GNBDC
1KI,15,19,"“Let us be allies, as our fathers were. This silver and gold is a present for you. Now break your alliance with King Baasha of Israel, so that he will have to pull his troops out of my territory.”",GNBDC
1KI,15,20,"King Benhadad agreed to Asa's proposal and sent his commanding officers and their armies to attack the cities of Israel. They captured Ijon, Dan, Abel Beth Maacah, the area near Lake Galilee, and the whole territory of Naphtali.",GNBDC
1KI,15,21,"When King Baasha heard what had happened, he stopped fortifying Ramah and went to Tirzah.",GNBDC
1KI,15,22,"Then King Asa sent out an order throughout all Judah requiring everyone, without exception, to help carry away from Ramah the stones and timber that Baasha had been using to fortify it. With this material Asa fortified Mizpah and Geba, a city in the territory of Benjamin.",GNBDC
1KI,15,23,"Everything else that King Asa did, his brave deeds and the towns he fortified, are all recorded in",GNBDC
1KI,15,24,"Asa died and was buried in the royal tombs in David's City, and his son Jehoshaphat succeeded him as king.",GNBDC
1KI,15,25,"In the second year of the reign of King Asa of Judah, King Jeroboam's son Nadab became king of Israel, and he ruled for two years.",GNBDC
1KI,15,26,"Like his father before him, he sinned against the",GNBDC
1KI,15,27,"Baasha son of Ahijah, of the tribe of Issachar, plotted against Nadab and killed him as Nadab and his army were besieging the city of Gibbethon in Philistia.",GNBDC
1KI,15,28,This happened during the third year of the reign of King Asa of Judah. And so Baasha succeeded Nadab as king of Israel.,GNBDC
1KI,15,29,At once he began killing all the members of Jeroboam's family. In accordance with what the,GNBDC
1KI,15,30,This happened because Jeroboam aroused the anger of the,GNBDC
1KI,15,31,Everything else that Nadab did is recorded in,GNBDC
1KI,15,32,King Asa of Judah and King Baasha of Israel were constantly at war with each other as long as they were in power.,GNBDC
1KI,15,33,"In the third year of the reign of King Asa of Judah, Baasha son of Ahijah became king of all Israel, and he ruled in Tirzah for 24 years.",GNBDC
1KI,15,34,"Like King Jeroboam before him, he sinned against the",GNBDC
1KI,16,1,The,GNBDC
1KI,16,2,"“You were a nobody, but I made you the leader of my people Israel. And now you have sinned like Jeroboam and have led my people into sin. Their sins have aroused my anger,",GNBDC
1KI,16,3,"and so I will do away with you and your family, just as I did with Jeroboam.",GNBDC
1KI,16,4,"Any members of your family who die in the city will be eaten by dogs, and any who die in the open country will be eaten by vultures.”",GNBDC
1KI,16,5,Everything else that Baasha did and all his brave deeds are recorded in,GNBDC
1KI,16,6,"Baasha died and was buried in Tirzah, and his son Elah succeeded him as king.",GNBDC
1KI,16,7,That message from the,GNBDC
1KI,16,8,"In the 26th year of the reign of King Asa of Judah, Elah son of Baasha became king of Israel, and he ruled in Tirzah for two years.",GNBDC
1KI,16,9,"Zimri, one of his officers who was in charge of half the king's chariots, plotted against him. One day in Tirzah, Elah was getting drunk in the home of Arza, who was in charge of the palace.",GNBDC
1KI,16,10,"Zimri entered the house, assassinated Elah, and succeeded him as king. This happened in the 27th year of the reign of King Asa of Judah.",GNBDC
1KI,16,11,As soon as Zimri became king he killed off all the members of Baasha's family. Every male relative and friend was put to death.,GNBDC
1KI,16,12,"And so, in accordance with what the",GNBDC
1KI,16,13,"Because of their idolatry and because they led Israel into sin, Baasha and his son Elah had aroused the anger of the",GNBDC
1KI,16,14,Everything else that Elah did is recorded in,GNBDC
1KI,16,15,"In the 27th year of the reign of King Asa of Judah, Zimri ruled in Tirzah over Israel for seven days. The Israelite troops were besieging the city of Gibbethon in Philistia,",GNBDC
1KI,16,16,"and when they heard that Zimri had plotted against the king and assassinated him, then and there they all proclaimed their commander Omri king of Israel.",GNBDC
1KI,16,17,Omri and his troops left Gibbethon and went and besieged Tirzah.,GNBDC
1KI,16,18,"When Zimri saw that the city had fallen, he went into the palace's inner fortress, set the palace on fire, and died in the flames.",GNBDC
1KI,16,19,This happened because of his sins against the,GNBDC
1KI,16,20,"Everything else that Zimri did, including the account of his conspiracy, is recorded in",GNBDC
1KI,16,21,"The people of Israel were divided: some of them wanted to make Tibni son of Ginath king, and the others were in favour of Omri.",GNBDC
1KI,16,22,"In the end, those in favour of Omri won; Tibni died and Omri became king.",GNBDC
1KI,16,23,"So in the 31st year of the reign of King Asa of Judah, Omri became king of Israel, and he ruled for twelve years. The first six years he ruled in Tirzah,",GNBDC
1KI,16,24,"and then he bought the hill of Samaria for 6,000 pieces of silver from a man named Shemer. Omri fortified the hill, built a town there, and named it Samaria, after Shemer, the former owner of the hill.",GNBDC
1KI,16,25,Omri sinned against the,GNBDC
1KI,16,26,"Like Jeroboam before him, he aroused the anger of the",GNBDC
1KI,16,27,Everything else that Omri did and all his accomplishments are recorded in,GNBDC
1KI,16,28,"Omri died and was buried in Samaria, and his son Ahab succeeded him as king.",GNBDC
1KI,16,29,"In the 38th year of the reign of King Asa of Judah, Ahab son of Omri became king of Israel, and he ruled in Samaria for 22 years.",GNBDC
1KI,16,30,He sinned against the,GNBDC
1KI,16,31,"It was not enough for him to sin like King Jeroboam; he went further and married Jezebel, the daughter of King Ethbaal of Sidon, and worshipped Baal.",GNBDC
1KI,16,32,"He built a temple to Baal in Samaria, made an altar for him, and put it in the temple.",GNBDC
1KI,16,33,He also put up an image of the goddess Asherah. He did more to arouse the anger of the,GNBDC
1KI,16,34,During his reign Hiel from Bethel rebuilt Jericho. As the,GNBDC
1KI,17,2,Then the,GNBDC
1KI,17,3,"“Leave this place and go east and hide yourself near the brook of Cherith, east of the Jordan.",GNBDC
1KI,17,4,"The brook will supply you with water to drink, and I have commanded ravens to bring you food there.”",GNBDC
1KI,17,5,Elijah obeyed the,GNBDC
1KI,17,6,"He drank water from the brook, and ravens brought him bread and meat every morning and every evening.",GNBDC
1KI,17,7,After a while the brook dried up because of the lack of rain.,GNBDC
1KI,17,8,Then the,GNBDC
1KI,17,9,"“Now go to the town of Zarephath, near Sidon, and stay there. I have commanded a widow who lives there to feed you.”",GNBDC
1KI,17,10,"So Elijah went to Zarephath, and as he came to the gate of the town, he saw a widow gathering firewood. “Please bring me a drink of water,” he said to her.",GNBDC
1KI,17,11,"And as she was going to get it, he called out, “And please bring me some bread, too.”",GNBDC
1KI,17,12,"She answered, “By the living",GNBDC
1KI,17,13,"“Don't worry,” Elijah said to her. “Go ahead and prepare your meal. But first make a small loaf from what you have and bring it to me, and then prepare the rest for you and your son.",GNBDC
1KI,17,14,For this is what the,GNBDC
1KI,17,15,"The widow went and did as Elijah had told her, and all of them had enough food for many days.",GNBDC
1KI,17,16,As the,GNBDC
1KI,17,17,"Some time later the widow's son fell ill; he got worse and worse, and finally he died.",GNBDC
1KI,17,18,"She said to Elijah, “Man of God, why did you do this to me? Did you come here to remind God of my sins and so cause my son's death?”",GNBDC
1KI,17,19,"“Give the boy to me,” Elijah said. He took the boy from her arms, carried him upstairs to the room where he was staying, and laid him on the bed.",GNBDC
1KI,17,20,"Then he prayed aloud, “O",GNBDC
1KI,17,21,"Then Elijah stretched himself out on the boy three times and prayed, “O",GNBDC
1KI,17,22,The,GNBDC
1KI,17,23,"Elijah took the boy back downstairs to his mother and said to her, “Look, your son is alive!”",GNBDC
1KI,17,24,"She answered, “Now I know that you are a man of God and that the",GNBDC
1KI,18,1,"After some time, in the third year of the drought, the",GNBDC
1KI,18,2,So Elijah started out.,GNBDC
1KI,18,?,"The famine in Samaria was at its worst,",GNBDC
1KI,18,3,"so Ahab called in Obadiah, who was in charge of the palace. (Obadiah was a devout worshipper of the",GNBDC
1KI,18,4,and when Jezebel was killing the,GNBDC
1KI,18,5,"Ahab said to Obadiah, “Let us go and look",GNBDC
1KI,18,6,"They agreed on which part of the land each one would explore, and set off in different directions.",GNBDC
1KI,18,7,"As Obadiah was on his way, he suddenly met Elijah. He recognized him, bowed low before him, and asked, “Is it really you, sir?”",GNBDC
1KI,18,8,"“Yes, I'm Elijah,” he answered. “Go and tell your master the king that I am here.”",GNBDC
1KI,18,9,"Obadiah answered, “What have I done that you want to put me in danger of being killed by King Ahab?",GNBDC
1KI,18,10,By the living,GNBDC
1KI,18,11,And now you want me to go and tell him that you are here?,GNBDC
1KI,18,12,What if the Spirit of the,GNBDC
1KI,18,13,Haven't you heard that when Jezebel was killing the prophets of the,GNBDC
1KI,18,14,So how can you order me to go and tell the king that you are here? He will kill me!”,GNBDC
1KI,18,15,"Elijah answered, “By the living",GNBDC
1KI,18,16,"So Obadiah went to King Ahab and told him, and Ahab set off to meet Elijah.",GNBDC
1KI,18,17,"When Ahab saw him, he said, “So there you are — the worst troublemaker in Israel!”",GNBDC
1KI,18,18,"“I'm not the troublemaker,” Elijah answered. “You are — you and your father. You are disobeying the",GNBDC
1KI,18,19,Now order all the people of Israel to meet me at Mount Carmel. Bring along the 450 prophets of Baal and the 400 prophets of the goddess Asherah who are supported by Queen Jezebel.”,GNBDC
1KI,18,20,So Ahab summoned all the Israelites and the prophets of Baal to meet at Mount Carmel.,GNBDC
1KI,18,21,"Elijah went up to the people and said, “How much longer will it take you to make up your minds? If the",GNBDC
1KI,18,22,"Then Elijah said, “I am the only prophet of the",GNBDC
1KI,18,23,"Bring two bulls; let the prophets of Baal take one, kill it, cut it in pieces, and put it on the wood — but don't light the fire. I will do the same with the other bull.",GNBDC
1KI,18,24,"Then let the prophets of Baal pray to their god, and I will pray to the",GNBDC
1KI,18,?,The people shouted their approval.,GNBDC
1KI,18,25,"Then Elijah said to the prophets of Baal, “Since there are so many of you, you take a bull and prepare it first. Pray to your god, but don't set fire to the wood.”",GNBDC
1KI,18,26,"They took the bull that was brought to them, prepared it, and prayed to Baal until noon. They shouted, “Answer us, Baal!” and kept dancing round the altar they had built. But no answer came.",GNBDC
1KI,18,27,"At noon Elijah started making fun of them: “Pray louder! He is a god! Maybe he is daydreaming or relieving himself, or perhaps he's gone on a journey! Or maybe he's sleeping, and you've got to wake him up!”",GNBDC
1KI,18,28,"So the prophets prayed louder and cut themselves with knives and daggers, according to their ritual, until blood flowed.",GNBDC
1KI,18,29,"They kept on ranting and raving until the middle of the afternoon; but no answer came, not a sound was heard.",GNBDC
1KI,18,30,"Then Elijah said to the people, “Come closer to me,” and they all gathered round him. He set about repairing the altar of the",GNBDC
1KI,18,31,"He took twelve stones, one for each of the twelve tribes named after the sons of Jacob, the man to whom the",GNBDC
1KI,18,32,With these stones he rebuilt the altar for the worship of the,GNBDC
1KI,18,33,"Then he placed the wood on the altar, cut the bull in pieces, and laid it on the wood. He said, “Fill four jars with water and pour it on the offering and the wood.” They did so,",GNBDC
1KI,18,34,"and he said, “Do it again” — and they did. “Do it once more,” he said — and they did.",GNBDC
1KI,18,35,The water ran down round the altar and filled the trench.,GNBDC
1KI,18,36,"At the hour of the afternoon sacrifice the prophet Elijah approached the altar and prayed, “O",GNBDC
1KI,18,37,"Answer me,",GNBDC
1KI,18,38,The,GNBDC
1KI,18,39,"When the people saw this, they threw themselves on the ground and exclaimed, “The",GNBDC
1KI,18,40,"Elijah ordered, “Seize the prophets of Baal; don't let any of them get away!” The people seized them all, and Elijah led them down to the River Kishon and killed them.",GNBDC
1KI,18,41,"Then Elijah said to King Ahab, “Now, go and eat. I hear the roar of rain approaching.”",GNBDC
1KI,18,42,"While Ahab went to eat, Elijah climbed to the top of Mount Carmel, where he bowed down to the ground, with his head between his knees.",GNBDC
1KI,18,43,"He said to his servant, “Go and look towards the sea.”",GNBDC
1KI,18,?,"The servant went and returned, saying, “I didn't see anything.” Seven times in all Elijah told him to go and look.",GNBDC
1KI,18,44,"The seventh time he returned and said, “I saw a little cloud no bigger than a man's hand, coming up from the sea.”",GNBDC
1KI,18,?,"Elijah ordered his servant, “Go to King Ahab and tell him to get into his chariot and go back home before the rain stops him.”",GNBDC
1KI,18,45,"In a little while the sky was covered with dark clouds, the wind began to blow, and heavy rain began to fall. Ahab got into his chariot and started back to Jezreel.",GNBDC
1KI,18,46,The power of the,GNBDC
1KI,19,1,King Ahab told his wife Jezebel everything that Elijah had done and how he had put all the prophets of Baal to death.,GNBDC
1KI,19,2,She sent a message to Elijah: “May the gods strike me dead if by this time tomorrow I don't do the same thing to you that you did to the prophets.”,GNBDC
1KI,19,3,"Elijah was afraid, and fled for his life; he took his servant and went to Beersheba in Judah.",GNBDC
1KI,19,?,"Leaving the servant there,",GNBDC
1KI,19,4,"Elijah walked a whole day into the wilderness. He stopped and sat down in the shade of a tree and wished he would die. “It's too much,",GNBDC
1KI,19,5,"He lay down under the tree and fell asleep. Suddenly an angel touched him and said, “Wake up and eat.”",GNBDC
1KI,19,6,"He looked round, and saw a loaf of bread and a jar of water near his head. He ate and drank, and lay down again.",GNBDC
1KI,19,7,The,GNBDC
1KI,19,8,"Elijah got up, ate and drank, and the food gave him enough strength to walk forty days to Sinai, the holy mountain.",GNBDC
1KI,19,9,There he went into a cave to spend the night.,GNBDC
1KI,19,?,Suddenly the,GNBDC
1KI,19,11,"“Go out and stand before me on top of the mountain,” the",GNBDC
1KI,19,12,"After the earthquake, there was a fire — but the",GNBDC
1KI,19,13,"When Elijah heard it, he covered his face with his cloak and went out and stood at the entrance of the cave. A voice said to him, “Elijah, what are you doing here?”",GNBDC
1KI,19,14,"He answered, “",GNBDC
1KI,19,16,"anoint Jehu son of Nimshi as king of Israel, and anoint Elisha son of Shaphat from Abel Meholah to succeed you as prophet.",GNBDC
1KI,19,17,"Anyone who escapes being put to death by Hazael will be killed by Jehu, and anyone who escapes Jehu will be killed by Elisha.",GNBDC
1KI,19,18,"Yet I will leave 7,000 people alive in Israel — all those who are loyal to me and have not bowed to Baal or kissed his idol.”",GNBDC
1KI,19,19,"Elijah left and found Elisha ploughing with a team of oxen; there were eleven teams ahead of him, and he was ploughing with the last one. Elijah took off his cloak and put it on Elisha.",GNBDC
1KI,19,20,"Elisha then left his oxen, ran after Elijah, and said, “Let me kiss my father and mother goodbye, and then I will go with you.”",GNBDC
1KI,19,#,"Elijah answered, “All right, go back. I'm not stopping you!”",GNBDC
1KI,19,21,"Then Elisha went to his team of oxen, killed them, and cooked the meat, using the yoke as fuel for the fire. He gave the meat to the people, and they ate it. Then he went and followed Elijah as his helper.",GNBDC
1KI,20,1,"King Benhadad of Syria gathered all his troops, and supported by 32 other rulers with their horses and chariots, he marched up, laid siege to Samaria, and launched attacks against it.",GNBDC
1KI,20,2,"He sent messengers into the city to King Ahab of Israel to say, “King Benhadad demands that",GNBDC
1KI,20,3,"you surrender to him your silver and gold, your women and the strongest of your children.”",GNBDC
1KI,20,4,"“Tell my lord, King Benhadad, that I agree; he can have me and everything I own,” Ahab answered.",GNBDC
1KI,20,5,"Later the messengers came back to Ahab with another demand from Benhadad: “I sent you word that you were to hand over to me your silver and gold, your women and your children.",GNBDC
1KI,20,6,"Now, however, I will send my officers to search your palace and the homes of your officials, and to take everything they",GNBDC
1KI,20,7,"King Ahab called in all the leaders of the country and said, “You see that this man wants to ruin us. He sent me a message demanding my wives and children, my silver and gold, and I agreed.”",GNBDC
1KI,20,8,"The leaders and the people answered, “Don't pay any attention to him; don't give in.”",GNBDC
1KI,20,9,"So Ahab replied to Benhadad's messengers, “Tell my lord the king that I agreed to his first demand, but I cannot agree to the second.”",GNBDC
1KI,20,?,The messengers left and then returned with another message,GNBDC
1KI,20,10,from Benhadad: “I will bring enough men to destroy this city of yours and carry off the rubble in their hands. May the gods strike me dead if I don't!”,GNBDC
1KI,20,11,"King Ahab answered, “Tell King Benhadad that a real soldier does his boasting",GNBDC
1KI,20,12,"Benhadad received Ahab's answer as he and his allies, the other rulers, were drinking in their tents. He ordered his men to get ready to attack the city, so they moved into position.",GNBDC
1KI,20,13,"Meanwhile, a prophet went to King Ahab and said, “The",GNBDC
1KI,20,14,“Who will lead the attack?” Ahab asked.,GNBDC
1KI,20,?,"The prophet answered, “The",GNBDC
1KI,20,?,“Who will command the main force?” the king asked.,GNBDC
1KI,20,?,"“You,” the prophet answered.",GNBDC
1KI,20,15,"So the king called out the young soldiers who were under the district commanders, 232 in all. Then he called out the Israelite army, a total of 7,000 men.",GNBDC
1KI,20,16,"The attack began at noon, as Benhadad and his 32 allies were getting drunk in their tents.",GNBDC
1KI,20,17,The young soldiers advanced first. Scouts sent out by Benhadad reported to him that a group of soldiers was coming out of Samaria.,GNBDC
1KI,20,18,"He ordered, “Take them alive, no matter whether they are coming to fight or to ask for peace.”",GNBDC
1KI,20,19,"The young soldiers led the attack, followed by the Israelite army,",GNBDC
1KI,20,20,"and each one killed the man he fought. The Syrians fled, with the Israelites in hot pursuit, but Benhadad escaped on horseback, accompanied by some of the cavalry.",GNBDC
1KI,20,21,"King Ahab took to the field, captured",GNBDC
1KI,20,22,"Then the prophet went to King Ahab and said, “Go back and build up your forces, and make careful plans, because the king of Syria will attack again next spring.”",GNBDC
1KI,20,23,"King Benhadad's officials said to him, “The gods of Israel are mountain gods, and that is why the Israelites defeated us. But we will certainly defeat them if we fight them in the plains.",GNBDC
1KI,20,24,"Now, remove the 32 rulers from their commands and replace them with field commanders.",GNBDC
1KI,20,25,"Then call up an army as large as the one that deserted you, with the same number of horses and chariots. We will fight the Israelites in the plains, and this time we will defeat them.”",GNBDC
1KI,20,?,King Benhadad agreed and followed their advice.,GNBDC
1KI,20,26,The following spring he called up his men and marched with them to the city of Aphek to attack the Israelites.,GNBDC
1KI,20,27,"The Israelites were called up and equipped; they marched out and camped in two groups facing the Syrians. The Israelites looked like two small flocks of goats compared with the Syrians, who spread out over the countryside.",GNBDC
1KI,20,28,"A prophet went to King Ahab and said, “This is what the",GNBDC
1KI,20,29,"For seven days the Syrians and the Israelites stayed in their camps, facing each other. On the seventh day they started fighting, and the Israelites killed a hundred thousand Syrians.",GNBDC
1KI,20,30,"The survivors fled into the city of Aphek, where the city walls fell on 27,000 of them.",GNBDC
1KI,20,?,Benhadad also escaped into the city and took refuge in the back room of a house.,GNBDC
1KI,20,31,"His officials went to him and said, “We have heard that the Israelite kings are merciful. Give us permission to go to the king of Israel with sackcloth round our waists and ropes round our necks, and maybe he will spare your life.”",GNBDC
1KI,20,32,"So they wrapped sackcloth round their waists and ropes round their necks, went to Ahab and said, “Your servant Benhadad pleads with you for his life.”",GNBDC
1KI,20,?,"Ahab answered, “Is he still alive? Good! He's like a brother to me!”",GNBDC
1KI,20,33,"Benhadad's officials were watching for a good sign, and when Ahab said “brother”, they took it up at once, and said, “As you say, Benhadad is your brother!”",GNBDC
1KI,20,?,"“Bring him to me,” Ahab ordered. When Benhadad arrived, Ahab invited him to get in the chariot with him.",GNBDC
